"Date","Price","Open","High","Low","Vol.","Change %"
"10/12/2017","1,293.60","1,292.01","1,297.60","1,289.47","","0.14%"
"10/11/2017","1,291.80","1,287.91","1,293.56","1,284.12","","0.31%"
"10/10/2017","1,287.85","1,284.35","1,294.63","1,282.29","","0.29%"
"10/09/2017","1,284.10","1,275.45","1,285.50","1,275.21","","0.63%"
"10/06/2017","1,276.03","1,269.09","1,277.18","1,260.89","","0.63%"
"10/05/2017","1,268.05","1,275.16","1,279.42","1,266.90","","-0.52%"
"10/04/2017","1,274.69","1,271.64","1,282.42","1,270.85","","0.23%"
"10/03/2017","1,271.75","1,270.71","1,274.71","1,267.91","","0.05%"
"10/02/2017","1,271.12","1,279.50","1,279.61","1,270.45","","-0.65%"
"09/29/2017","1,279.45","1,286.91","1,290.47","1,278.24","","-0.61%"
"09/28/2017","1,287.30","1,281.11","1,289.00","1,277.64","","0.48%"
"09/27/2017","1,281.12","1,293.61","1,296.54","1,281.12","","-0.99%"
"09/26/2017","1,293.89","1,309.90","1,313.92","1,293.04","","-1.27%"
"09/25/2017","1,310.55","1,297.67","1,311.90","1,290.63","","1.02%"
"09/22/2017","1,297.38","1,291.30","1,299.14","1,291.30","","0.46%"
"09/21/2017","1,291.39","1,301.02","1,302.07","1,287.99","","-0.75%"
"09/20/2017","1,301.15","1,310.94","1,316.25","1,295.96","","-0.77%"
"09/19/2017","1,311.28","1,307.30","1,311.78","1,304.98","","0.28%"
"09/18/2017","1,307.57","1,320.50","1,320.50","1,305.03","","-0.91%"
"09/15/2017","1,319.62","1,329.83","1,334.76","1,319.62","","-0.77%"
"09/14/2017","1,329.83","1,323.56","1,330.69","1,316.11","","0.50%"
"09/13/2017","1,323.25","1,331.95","1,335.05","1,320.91","","-0.65%"
"09/12/2017","1,331.94","1,327.86","1,332.43","1,322.55","","0.35%"
"09/11/2017","1,327.32","1,337.45","1,340.36","1,326.36","","-1.44%"
"09/08/2017","1,346.71","1,348.83","1,357.94","1,343.00","","-0.18%"
"09/07/2017","1,349.20","1,334.27","1,350.27","1,332.60","","1.13%"
"09/06/2017","1,334.14","1,339.55","1,342.84","1,331.66","","-0.39%"
"09/05/2017","1,339.33","1,335.07","1,345.18","1,327.96","","0.35%"
"09/04/2017","1,334.67","1,334.38","1,339.85","1,331.92","","0.73%"
"09/01/2017","1,324.97","1,321.80","1,329.20","1,316.65","","0.22%"
"08/31/2017","1,322.07","1,308.80","1,324.11","1,300.82","","1.02%"
"08/30/2017","1,308.76","1,309.26","1,313.87","1,305.26","","-0.06%"
"08/29/2017","1,309.50","1,317.75","1,326.14","1,304.93","","-0.08%"
"08/28/2017","1,310.49","1,292.76","1,312.99","1,292.49","","1.50%"
"08/25/2017","1,291.15","1,285.91","1,294.14","1,278.66","","0.37%"
"08/24/2017","1,286.33","1,289.98","1,291.30","1,284.55","","-0.33%"
"08/23/2017","1,290.62","1,285.56","1,292.03","1,283.09","","0.46%"
"08/22/2017","1,284.72","1,291.18","1,292.69","1,282.11","","-0.50%"
"08/21/2017","1,291.22","1,283.60","1,293.58","1,280.60","","0.52%"
"08/18/2017","1,284.50","1,288.20","1,301.20","1,283.64","","-0.27%"
"08/17/2017","1,288.01","1,283.61","1,290.47","1,282.20","","0.38%"
"08/16/2017","1,283.10","1,271.87","1,284.29","1,268.19","","0.86%"
"08/15/2017","1,272.13","1,282.36","1,282.77","1,267.98","","-0.77%"
"08/14/2017","1,281.95","1,289.09","1,289.82","1,278.12","","-0.56%"
"08/11/2017","1,289.21","1,286.45","1,292.26","1,281.55","","0.18%"
"08/10/2017","1,286.90","1,277.56","1,288.63","1,274.85","","0.73%"
"08/09/2017","1,277.55","1,261.41","1,279.06","1,260.96","","1.34%"
"08/08/2017","1,260.64","1,257.61","1,265.70","1,251.41","","0.23%"
"08/07/2017","1,257.69","1,259.03","1,260.38","1,255.68","","-0.07%"
"08/04/2017","1,258.60","1,269.01","1,270.94","1,254.75","","-0.79%"
"08/03/2017","1,268.65","1,266.46","1,271.37","1,258.70","","0.15%"
"08/02/2017","1,266.70","1,268.80","1,273.34","1,263.18","","-0.19%"
"08/01/2017","1,269.05","1,268.80","1,274.47","1,264.05","","-0.04%"
"07/31/2017","1,269.55","1,270.16","1,271.48","1,265.93","","0.02%"
"07/28/2017","1,269.25","1,259.36","1,271.34","1,257.45","","0.81%"
"07/27/2017","1,259.00","1,260.50","1,265.49","1,254.52","","-0.17%"
"07/26/2017","1,261.10","1,250.00","1,263.92","1,243.91","","0.96%"
"07/25/2017","1,249.05","1,254.77","1,258.18","1,249.01","","-0.49%"
"07/24/2017","1,255.24","1,255.66","1,259.18","1,251.78","","0.03%"
"07/21/2017","1,254.90","1,244.16","1,256.30","1,243.35","","0.82%"
"07/20/2017","1,244.74","1,241.03","1,247.98","1,235.24","","0.31%"
"07/19/2017","1,240.87","1,242.58","1,244.48","1,236.05","","-0.13%"
"07/18/2017","1,242.46","1,233.84","1,245.06","1,233.01","","0.65%"
"07/17/2017","1,234.40","1,228.60","1,236.44","1,228.30","","0.44%"
"07/14/2017","1,228.98","1,216.63","1,233.16","1,214.95","","0.95%"
"07/13/2017","1,217.45","1,220.21","1,224.92","1,216.63","","-0.21%"
"07/12/2017","1,220.00","1,217.95","1,226.10","1,214.51","","0.19%"
"07/11/2017","1,217.69","1,214.59","1,217.79","1,207.89","","0.28%"
"07/10/2017","1,214.35","1,213.70","1,215.60","1,204.85","","0.12%"
"07/07/2017","1,212.90","1,224.39","1,227.20","1,207.25","","-1.00%"
"07/06/2017","1,225.15","1,227.06","1,229.57","1,222.56","","-0.15%"
"07/05/2017","1,226.95","1,223.55","1,229.34","1,217.64","","0.24%"
"07/04/2017","1,223.97","1,221.94","1,226.74","1,220.69","","0.29%"
"07/03/2017","1,220.46","1,241.46","1,242.83","1,218.41","","-1.70%"
"06/30/2017","1,241.60","1,244.82","1,248.59","1,239.70","","-0.33%"
"06/29/2017","1,245.74","1,249.18","1,253.71","1,239.66","","-0.29%"
"06/28/2017","1,249.32","1,247.37","1,255.11","1,247.37","","0.18%"
"06/27/2017","1,247.10","1,243.65","1,253.13","1,241.12","","0.21%"
"06/26/2017","1,244.45","1,258.13","1,258.54","1,236.96","","-0.99%"
"06/23/2017","1,256.90","1,250.00","1,259.31","1,249.74","","0.50%"
"06/22/2017","1,250.62","1,245.55","1,255.05","1,245.55","","0.33%"
"06/21/2017","1,246.55","1,243.16","1,248.31","1,241.25","","0.27%"
"06/20/2017","1,243.19","1,244.04","1,248.38","1,241.38","","0.00%"
"06/19/2017","1,243.25","1,254.00","1,256.12","1,243.22","","-0.83%"
"06/16/2017","1,253.63","1,254.36","1,257.63","1,251.55","","-0.03%"
"06/15/2017","1,254.00","1,260.70","1,267.04","1,251.68","","-0.57%"
"06/14/2017","1,261.18","1,266.28","1,279.87","1,257.15","","-0.37%"
"06/13/2017","1,265.85","1,264.75","1,269.42","1,259.66","","0.01%"
"06/12/2017","1,265.74","1,267.42","1,271.01","1,263.95","","-0.05%"
"06/09/2017","1,266.40","1,279.29","1,281.30","1,264.74","","-0.98%"
"06/08/2017","1,278.90","1,287.45","1,289.34","1,271.49","","-0.62%"
"06/07/2017","1,286.91","1,294.39","1,295.28","1,283.00","","-0.55%"
"06/06/2017","1,294.00","1,280.26","1,296.47","1,279.44","","1.10%"
"06/05/2017","1,279.95","1,279.34","1,283.77","1,278.00","","0.00%"
"06/02/2017","1,279.98","1,266.11","1,279.98","1,259.00","","1.13%"
"06/01/2017","1,265.64","1,268.89","1,270.72","1,261.49","","-0.23%"
"05/31/2017","1,268.59","1,263.05","1,274.24","1,259.26","","0.43%"
"05/30/2017","1,263.10","1,267.24","1,270.86","1,259.39","","-0.31%"
"05/29/2017","1,266.97","1,267.47","1,269.12","1,265.12","","-0.01%"
"05/26/2017","1,267.05","1,255.60","1,269.88","1,252.88","","0.90%"
"05/25/2017","1,255.76","1,258.49","1,260.08","1,253.89","","-0.22%"
"05/24/2017","1,258.55","1,251.26","1,259.37","1,247.70","","0.59%"
"05/23/2017","1,251.16","1,260.13","1,264.18","1,250.46","","-0.74%"
"05/22/2017","1,260.46","1,256.10","1,263.00","1,251.61","","0.39%"
"05/19/2017","1,255.55","1,246.67","1,256.98","1,246.61","","0.68%"
"05/18/2017","1,247.05","1,261.56","1,265.54","1,245.90","","-1.09%"
"05/17/2017","1,260.74","1,237.31","1,261.55","1,236.30","","1.94%"
"05/16/2017","1,236.80","1,231.46","1,239.50","1,230.51","","0.49%"
"05/15/2017","1,230.71","1,228.40","1,237.76","1,227.20","","0.15%"
"05/12/2017","1,228.83","1,225.41","1,232.26","1,224.55","","0.32%"
"05/11/2017","1,224.85","1,218.74","1,228.20","1,217.81","","0.47%"
"05/10/2017","1,219.15","1,221.42","1,226.15","1,217.49","","-0.18%"
"05/09/2017","1,221.30","1,226.12","1,229.01","1,214.21","","-0.41%"
"05/08/2017","1,226.30","1,225.67","1,237.10","1,225.36","","-0.12%"
"05/05/2017","1,227.74","1,227.93","1,235.79","1,225.83","","0.00%"
"05/04/2017","1,227.75","1,238.66","1,241.77","1,225.70","","-0.86%"
"05/03/2017","1,238.38","1,256.71","1,257.29","1,236.41","","-1.47%"
"05/02/2017","1,256.90","1,256.51","1,257.89","1,251.48","","0.01%"
"05/01/2017","1,256.80","1,268.60","1,271.60","1,254.16","","-0.90%"
"04/28/2017","1,268.15","1,264.26","1,269.08","1,263.30","","0.28%"
"04/27/2017","1,264.60","1,268.80","1,270.53","1,261.61","","-0.35%"
"04/26/2017","1,269.05","1,264.41","1,271.10","1,260.30","","0.42%"
"04/25/2017","1,263.76","1,276.96","1,278.57","1,261.81","","-0.90%"
"04/24/2017","1,275.30","1,269.88","1,277.48","1,266.01","","-0.72%"
"04/21/2017","1,284.50","1,281.96","1,288.67","1,278.43","","0.21%"
"04/20/2017","1,281.85","1,280.06","1,283.79","1,276.74","","0.17%"
"04/19/2017","1,279.66","1,290.21","1,291.51","1,276.48","","-0.77%"
"04/18/2017","1,289.64","1,284.94","1,292.70","1,279.40","","0.38%"
"04/17/2017","1,284.80","1,292.96","1,295.92","1,281.61","","-0.07%"
"04/14/2017","1,285.69","1,287.35","1,288.75","1,285.31","","-0.16%"
"04/13/2017","1,287.74","1,285.54","1,289.03","1,281.74","","0.09%"
"04/12/2017","1,286.60","1,274.51","1,287.29","1,272.42","","0.95%"
"04/11/2017","1,274.44","1,255.23","1,275.55","1,253.29","","1.57%"
"04/10/2017","1,254.73","1,254.26","1,257.70","1,247.50","","0.05%"
"04/07/2017","1,254.05","1,252.11","1,270.96","1,250.80","","0.18%"
"04/06/2017","1,251.80","1,256.40","1,259.46","1,249.85","","-0.28%"
"04/05/2017","1,255.30","1,255.73","1,257.78","1,243.85","","-0.07%"
"04/04/2017","1,256.22","1,255.46","1,261.90","1,254.46","","0.23%"
"04/03/2017","1,253.35","1,248.40","1,254.20","1,244.55","","0.34%"
"03/31/2017","1,249.13","1,242.83","1,251.11","1,240.05","","0.47%"
"03/30/2017","1,243.30","1,253.10","1,254.20","1,242.61","","-0.73%"
"03/29/2017","1,252.45","1,251.64","1,255.16","1,247.25","","0.07%"
"03/28/2017","1,251.63","1,253.82","1,258.46","1,247.52","","-0.21%"
"03/27/2017","1,254.30","1,248.01","1,261.53","1,247.69","","0.81%"
"03/24/2017","1,244.17","1,244.88","1,252.28","1,240.72","","-0.09%"
"03/23/2017","1,245.30","1,248.86","1,253.62","1,242.84","","-0.32%"
"03/22/2017","1,249.35","1,244.15","1,251.76","1,243.89","","0.35%"
"03/21/2017","1,245.00","1,233.78","1,248.10","1,226.82","","0.90%"
"03/20/2017","1,233.90","1,229.79","1,236.25","1,229.51","","0.39%"
"03/17/2017","1,229.15","1,227.31","1,232.45","1,225.06","","0.19%"
"03/16/2017","1,226.78","1,219.03","1,233.51","1,217.83","","0.61%"
"03/15/2017","1,219.40","1,199.11","1,222.66","1,197.93","","1.69%"
"03/14/2017","1,199.08","1,204.25","1,208.38","1,197.54","","-0.41%"
"03/13/2017","1,204.05","1,205.43","1,211.66","1,202.47","","-0.04%"
"03/10/2017","1,204.55","1,200.80","1,206.43","1,194.62","","0.31%"
"03/09/2017","1,200.83","1,207.63","1,209.17","1,199.12","","-0.56%"
"03/08/2017","1,207.58","1,215.65","1,218.68","1,206.13","","-0.67%"
"03/07/2017","1,215.67","1,225.62","1,227.25","1,213.67","","-0.84%"
"03/06/2017","1,225.96","1,232.81","1,237.17","1,224.65","","-0.68%"
"03/03/2017","1,234.30","1,234.80","1,236.28","1,222.59","","-0.08%"
"03/02/2017","1,235.30","1,249.44","1,250.36","1,231.16","","-1.09%"
"03/01/2017","1,248.94","1,248.57","1,250.68","1,236.53","","0.03%"
"02/28/2017","1,248.59","1,252.48","1,258.37","1,247.48","","-0.33%"
"02/27/2017","1,252.76","1,257.41","1,263.88","1,250.48","","-0.33%"
"02/24/2017","1,256.94","1,249.52","1,260.48","1,247.54","","0.60%"
"02/23/2017","1,249.41","1,237.79","1,251.21","1,235.20","","0.95%"
"02/22/2017","1,237.69","1,236.22","1,240.72","1,231.62","","0.14%"
"02/21/2017","1,235.97","1,237.03","1,238.92","1,225.80","","-0.19%"
"02/20/2017","1,238.38","1,235.20","1,239.29","1,232.62","","0.25%"
"02/17/2017","1,235.29","1,239.25","1,243.84","1,234.52","","-0.31%"
"02/16/2017","1,239.14","1,233.34","1,242.71","1,232.04","","0.50%"
"02/15/2017","1,232.94","1,228.89","1,233.61","1,216.80","","0.35%"
"02/14/2017","1,228.61","1,225.74","1,234.87","1,221.75","","0.26%"
"02/13/2017","1,225.44","1,231.84","1,232.65","1,219.37","","-0.70%"
"02/10/2017","1,234.12","1,230.62","1,237.07","1,221.12","","0.26%"
"02/09/2017","1,230.89","1,242.48","1,244.52","1,230.22","","-0.89%"
"02/08/2017","1,241.99","1,234.04","1,245.06","1,230.29","","0.67%"
"02/07/2017","1,233.72","1,235.23","1,235.86","1,227.41","","-0.15%"
"02/06/2017","1,235.59","1,219.67","1,235.84","1,219.01","","1.29%"
"02/03/2017","1,219.88","1,215.89","1,221.48","1,207.18","","0.32%"
"02/02/2017","1,215.93","1,209.53","1,225.41","1,208.26","","0.53%"
"02/01/2017","1,209.49","1,210.89","1,213.59","1,198.12","","-0.09%"
"01/31/2017","1,210.63","1,195.38","1,215.49","1,193.83","","1.28%"
"01/30/2017","1,195.35","1,192.85","1,199.88","1,188.15","","0.31%"
"01/27/2017","1,191.60","1,188.78","1,192.06","1,181.04","","0.25%"
"01/26/2017","1,188.57","1,199.93","1,202.67","1,184.11","","-0.98%"
"01/25/2017","1,200.31","1,208.79","1,209.84","1,192.83","","-0.70%"
"01/24/2017","1,208.81","1,217.40","1,219.66","1,206.02","","-0.71%"
"01/23/2017","1,217.48","1,209.43","1,219.54","1,209.27","","0.62%"
"01/20/2017","1,209.96","1,205.16","1,215.30","1,198.68","","0.40%"
"01/19/2017","1,205.14","1,203.92","1,206.88","1,195.86","","0.12%"
"01/18/2017","1,203.64","1,216.56","1,217.60","1,201.91","","-1.06%"
"01/17/2017","1,216.54","1,202.80","1,218.72","1,202.38","","1.11%"
"01/16/2017","1,203.17","1,200.55","1,208.23","1,198.17","","0.46%"
"01/13/2017","1,197.66","1,195.96","1,201.20","1,187.93","","0.17%"
"01/12/2017","1,195.66","1,191.75","1,207.07","1,191.00","","0.32%"
"01/11/2017","1,191.85","1,187.74","1,198.79","1,177.33","","0.35%"
"01/10/2017","1,187.74","1,181.32","1,190.57","1,179.86","","0.55%"
"01/09/2017","1,181.27","1,172.64","1,185.91","1,171.89","","0.72%"
"01/06/2017","1,172.81","1,180.38","1,181.49","1,170.37","","-0.65%"
"01/05/2017","1,180.48","1,163.67","1,184.99","1,162.38","","1.43%"
"01/04/2017","1,163.80","1,159.28","1,168.23","1,156.35","","0.42%"
"01/03/2017","1,158.91","1,150.80","1,163.61","1,145.77","","0.73%"
"01/02/2017","1,150.52","1,150.55","1,152.66","1,149.66","","-0.12%"
"12/30/2016","1,151.85","1,158.68","1,163.53","1,149.49","","-0.56%"
"12/29/2016","1,158.32","1,142.39","1,159.58","1,140.81","","1.39%"
"12/28/2016","1,142.45","1,139.64","1,144.84","1,136.54","","0.27%"
"12/27/2016","1,139.35","1,134.06","1,149.48","1,131.85","","0.48%"
"12/26/2016","1,133.94","1,133.94","1,133.94","1,133.94","","0.04%"
"12/23/2016","1,133.49","1,128.89","1,136.12","1,128.18","","0.43%"
"12/22/2016","1,128.69","1,131.80","1,134.17","1,127.43","","-0.27%"
"12/21/2016","1,131.80","1,132.14","1,137.50","1,129.29","","-0.04%"
"12/20/2016","1,132.20","1,139.34","1,140.08","1,125.63","","-0.60%"
"12/19/2016","1,139.05","1,134.35","1,142.70","1,134.14","","0.44%"
"12/16/2016","1,134.09","1,128.44","1,141.28","1,126.46","","0.50%"
"12/15/2016","1,128.43","1,143.81","1,144.50","1,122.44","","-1.38%"
"12/14/2016","1,144.25","1,158.39","1,165.10","1,139.47","","-1.22%"
"12/13/2016","1,158.35","1,162.45","1,165.16","1,154.71","","-0.33%"
"12/12/2016","1,162.21","1,159.01","1,165.85","1,151.43","","0.37%"
"12/09/2016","1,157.87","1,170.48","1,172.22","1,156.17","","-1.08%"
"12/08/2016","1,170.55","1,173.65","1,178.62","1,168.88","","-0.29%"
"12/07/2016","1,174.00","1,169.64","1,180.30","1,165.35","","0.36%"
"12/06/2016","1,169.74","1,170.18","1,175.40","1,166.53","","-0.04%"
"12/05/2016","1,170.26","1,182.80","1,187.79","1,157.08","","-0.57%"
"12/02/2016","1,176.92","1,171.05","1,178.03","1,166.20","","0.48%"
"12/01/2016","1,171.30","1,173.29","1,177.07","1,160.77","","-0.15%"
"11/30/2016","1,173.11","1,188.72","1,195.36","1,170.75","","-1.29%"
"11/29/2016","1,188.46","1,193.30","1,195.06","1,180.97","","-0.42%"
"11/28/2016","1,193.44","1,183.10","1,197.60","1,182.96","","0.83%"
"11/25/2016","1,183.63","1,184.96","1,193.96","1,171.96","","-0.03%"
"11/24/2016","1,184.00","1,188.11","1,191.34","1,181.79","","-0.32%"
"11/23/2016","1,187.77","1,212.24","1,215.05","1,181.57","","-2.02%"
"11/22/2016","1,212.24","1,214.29","1,221.45","1,206.24","","-0.15%"
"11/21/2016","1,214.05","1,208.10","1,218.02","1,205.74","","0.44%"
"11/18/2016","1,208.69","1,216.39","1,218.13","1,203.90","","-0.63%"
"11/17/2016","1,216.39","1,225.68","1,231.80","1,211.12","","-0.73%"
"11/16/2016","1,225.30","1,228.38","1,233.47","1,221.60","","-0.23%"
"11/15/2016","1,228.08","1,220.24","1,231.54","1,219.06","","0.64%"
"11/14/2016","1,220.26","1,227.91","1,231.56","1,211.47","","-0.44%"
"11/11/2016","1,225.68","1,259.82","1,265.50","1,219.50","","-2.71%"
"11/10/2016","1,259.76","1,277.68","1,292.22","1,252.28","","-1.43%"
"11/09/2016","1,278.00","1,275.45","1,337.60","1,269.38","","0.19%"
"11/08/2016","1,275.64","1,281.66","1,290.84","1,273.04","","-0.45%"
"11/07/2016","1,281.41","1,291.61","1,295.90","1,277.80","","-1.75%"
"11/04/2016","1,304.25","1,302.61","1,307.11","1,294.65","","0.04%"
"11/03/2016","1,303.75","1,297.16","1,306.90","1,285.51","","0.49%"
"11/02/2016","1,297.39","1,287.90","1,308.26","1,287.50","","0.72%"
"11/01/2016","1,288.15","1,277.17","1,292.21","1,275.55","","0.84%"
"10/31/2016","1,277.38","1,278.01","1,279.64","1,270.89","","0.08%"
"10/28/2016","1,276.30","1,268.39","1,284.53","1,262.42","","0.63%"
"10/27/2016","1,268.30","1,267.15","1,273.17","1,265.40","","0.10%"
"10/26/2016","1,266.99","1,273.30","1,276.89","1,264.58","","-0.58%"
"10/25/2016","1,274.35","1,265.67","1,277.17","1,262.40","","0.78%"
"10/24/2016","1,264.44","1,266.21","1,272.25","1,260.75","","-0.18%"
"10/21/2016","1,266.75","1,266.10","1,268.43","1,261.20","","0.06%"
"10/20/2016","1,266.00","1,269.55","1,274.02","1,264.55","","-0.27%"
"10/19/2016","1,269.40","1,262.63","1,273.84","1,260.24","","0.52%"
"10/18/2016","1,262.84","1,256.60","1,265.38","1,254.90","","0.57%"
"10/17/2016","1,255.70","1,250.25","1,257.67","1,250.25","","0.41%"
"10/14/2016","1,250.55","1,258.79","1,259.65","1,247.51","","-0.60%"
"10/13/2016","1,258.12","1,256.14","1,262.41","1,253.53","","0.22%"
"10/12/2016","1,255.33","1,253.45","1,259.26","1,250.31","","0.17%"
"10/11/2016","1,253.25","1,259.06","1,262.66","1,252.60","","-0.52%"
"10/10/2016","1,259.74","1,257.47","1,265.35","1,256.59","","0.22%"
"10/07/2016","1,256.97","1,255.34","1,265.74","1,241.68","","0.18%"
"10/06/2016","1,254.74","1,267.73","1,269.94","1,250.20","","-0.94%"
"10/05/2016","1,266.70","1,269.41","1,277.51","1,262.12","","-0.13%"
"10/04/2016","1,268.30","1,312.18","1,313.52","1,266.81","","-3.33%"
"10/03/2016","1,311.96","1,318.24","1,320.11","1,309.58","","-0.30%"
"09/30/2016","1,315.96","1,320.56","1,328.23","1,312.83","","-0.33%"
"09/29/2016","1,320.27","1,322.08","1,326.02","1,315.89","","-0.09%"
"09/28/2016","1,321.41","1,326.90","1,327.74","1,317.89","","-0.45%"
"09/27/2016","1,327.36","1,337.77","1,339.78","1,324.81","","-0.79%"
"09/26/2016","1,337.97","1,337.07","1,342.46","1,332.56","","0.03%"
"09/23/2016","1,337.61","1,337.69","1,341.06","1,333.59","","0.02%"
"09/22/2016","1,337.30","1,335.12","1,344.27","1,331.56","","0.03%"
"09/21/2016","1,336.85","1,315.10","1,337.22","1,308.60","","1.65%"
"09/20/2016","1,315.10","1,312.80","1,318.50","1,312.31","","0.13%"
"09/19/2016","1,313.39","1,310.77","1,318.32","1,309.27","","0.23%"
"09/16/2016","1,310.43","1,313.91","1,318.43","1,306.62","","-0.29%"
"09/15/2016","1,314.25","1,322.72","1,327.53","1,309.70","","-0.66%"
"09/14/2016","1,322.97","1,318.88","1,326.26","1,316.13","","0.30%"
"09/13/2016","1,319.05","1,327.99","1,332.64","1,315.72","","-0.65%"
"09/12/2016","1,327.63","1,328.29","1,330.68","1,320.79","","-0.04%"
"09/09/2016","1,328.15","1,338.41","1,340.03","1,327.70","","-0.76%"
"09/08/2016","1,338.35","1,345.11","1,349.78","1,335.54","","-0.51%"
"09/07/2016","1,345.24","1,348.67","1,353.01","1,342.74","","-0.34%"
"09/06/2016","1,349.88","1,325.37","1,352.16","1,324.77","","1.72%"
"09/05/2016","1,327.08","1,324.42","1,329.32","1,322.31","","0.16%"
"09/02/2016","1,325.01","1,314.13","1,329.09","1,309.51","","0.85%"
"09/01/2016","1,313.79","1,309.12","1,315.38","1,302.23","","0.37%"
"08/31/2016","1,308.95","1,311.25","1,316.54","1,305.41","","-0.17%"
"08/30/2016","1,311.15","1,323.20","1,325.70","1,309.15","","-0.93%"
"08/29/2016","1,323.41","1,320.47","1,325.43","1,315.10","","0.16%"
"08/26/2016","1,321.33","1,321.89","1,341.54","1,318.89","","-0.03%"
"08/25/2016","1,321.70","1,323.75","1,327.50","1,317.96","","-0.15%"
"08/24/2016","1,323.75","1,337.88","1,340.52","1,323.70","","-1.07%"
